test_id,test_name,provider,model,effort,pass,duration_ms,input_tokens,output_tokens
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,106081,150198,4012
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,false,605121,3038006,4421
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,227657,423583,8273
get-verification-code,Get verification code from text message,claude-claude-opus-4-6,claude-opus-4-6,low,true,153720,257839,5850
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,79901,107637,3406
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,93204,126064,3569
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,475935,1476072,17251
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,266528,599169,10455
get-verification-code,Get verification code from text message,claude-claude-opus-4-6,claude-opus-4-6,low,true,124295,158093,4234
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,63572,240515,1552
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,604101,0,0
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,false,587292,2942493,15514
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,223346,949879,6787
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,40067,36705,1567
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,260514,281601,6059
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,false,603832,3615320,3622
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,412715,1133508,14040
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,64027,201241,1347
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,603823,0,0
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,332132,1375449,6857
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,192992,845098,4638
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,223109,707414,4694
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,true,52154,209526,1420
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,292577,1115388,7827
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,176442,599708,4830
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,552844,1935814,11081
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,395598,1420462,8302
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,423444,1460262,11626
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,450261,1391861,8461
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,603515,2818700,4091
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,431749,1104458,18545
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,537806,1527158,23838
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,492822,1701914,20393
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,80288,174869,1997
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,40332,107927,1172
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,316237,1392439,7963
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,134344,366585,3710
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,234330,733011,5870
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,122282,419834,3524
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,500519,1928535,10888
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,143854,408684,3013
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,83562,59452,2284
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,102436,200565,4867
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,197150,368548,7616
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,213584,486127,8992
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,47956,37060,1581
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,115928,157087,4009
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,false,603938,2887324,4150
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,412356,1136906,15199
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,84861,308395,2356
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,83434,306571,2481
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,603473,0,0
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,271374,796746,6594
get-verification-code,Get verification code from text message,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,70111,229168,2123
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,39572,108600,1225
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,240171,929255,5847
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,437804,1704434,10736
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,237333,635842,5185
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,293082,1170859,8352
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,103116,223263,2078
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,315325,1119554,9401
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,371854,1172492,7086
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,139472,174440,6208
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,220153,324256,10085
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,493099,1141017,20245
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,606946,3402473,4234
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,66134,78201,2863
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,83521,126749,3496
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,false,604041,3056231,4563
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,373068,1002795,13108
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,101582,162004,5709
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,523751,1752747,27035
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,439673,1557817,23227
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,273953,538876,11454
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,36479,95717,1226
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,72383,236297,2042
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,320172,1008253,7325
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,143286,448724,3289
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,59462,163275,1617
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,603768,0,0
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,250751,1053079,5098
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,223169,646257,5161
airplane-mode-off,Turn off airplane mode,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,36976,111455,1950
set-alarm-5pm,Set an alarm for 5:00 PM,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,37711,133066,2051
uninstall-app,Uninstall the Firefox Focus app,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,36780,28687,399
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,66049,64553,2314
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,150635,234456,5601
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,250862,499000,9767
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,false,607134,2127187,4448
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,79470,93191,3247
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,156822,289202,5973
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,false,603550,3003124,3036
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,325181,786647,11642
get-verification-code,Get verification code from text message,claude-claude-opus-4-6,claude-opus-4-6,low,true,66620,67470,2558
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,603302,4958345,5706
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,210814,587936,11631
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,405338,1284482,21312
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,382068,1557901,19295
airplane-mode-on,Turn on airplane mode,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,64683,261464,2143
uninstall-app,Uninstall the Firefox Focus app,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,140648,49707,239
airplane-mode-on,Turn on airplane mode,gemini-gemini-2.5-flash,gemini-2.5-flash,,false,133757,337394,2825
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,86398,97272,3468
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,72952,80969,2959
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,379362,1039996,13795
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,false,607320,2444844,3995
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,604659,2869555,3746
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,395999,736585,17078
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,366587,749171,15145
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,390334,935711,14073
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,182831,273221,6912
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,138163,105455,3231
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,313794,723476,11289
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,251311,561525,9629
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-5,claude-opus-4-5,low,true,157136,213918,8667
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-5,claude-opus-4-5,low,false,244415,617235,12828
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-5,claude-opus-4-5,low,true,453074,1259883,19401
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-5,claude-opus-4-5,low,false,606768,3671836,431
get-verification-code,Get verification code from text message,claude-claude-opus-4-5,claude-opus-4-5,low,true,376539,1021322,15380
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,535690,1668656,11023
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,183537,516292,4051
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,203276,684741,5808
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,168123,388530,3545
get-verification-code,Get verification code from text message,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,79404,302737,2106
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,14757,9994,248
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,96097,175192,2299
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,229351,590797,4306
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,347765,919270,7592
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,80923,74313,2950
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,170271,370658,7467
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,348894,953985,12710
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,428884,1371166,15552
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,602971,3062565,3490
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,603408,3296370,4011
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,577207,1598046,25874
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,321880,673915,13578
airplane-mode-on,Turn on airplane mode,codex-gpt-5.2-codex,gpt-5.2-codex,low,true,53747,215464,1339
airplane-mode-off,Turn off airplane mode,codex-gpt-5.2-codex,gpt-5.2-codex,low,true,68376,312380,1773
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.2-codex,gpt-5.2-codex,low,false,359440,1857839,8676
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.2-codex,gpt-5.2-codex,low,false,607090,0,0
get-verification-code,Get verification code from text message,codex-gpt-5.2-codex,gpt-5.2-codex,low,true,221268,1062516,5017
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,44871,163998,1404
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,27345,94767,872
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,193787,633779,5335
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,340593,1108450,7905
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,57887,201795,1571
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,true,161162,580988,4396
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,false,383045,1665198,11651
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,206202,888172,5996
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,68762,186798,1331
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,true,333548,1477294,7862
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,586534,2584409,16198
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,false,606984,0,0
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,305714,1260999,8290
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,202497,718922,5021
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,381119,1773298,8600
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,342992,1078950,7112
get-verification-code,Get verification code from text message,codex-gpt-5.4,gpt-5.4,low,true,119305,358790,3597
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,525075,2564625,13853
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,45505,124171,1470
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,458924,2147580,12035
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,131281,307082,3627
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,61372,59849,2322
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,121720,178691,4531
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,251522,503532,9349
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,false,607096,2902155,4753
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-5,claude-opus-4-5,low,false,604145,3761412,444
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-5,claude-opus-4-5,low,false,604269,5221938,461
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-5,claude-opus-4-5,low,true,367762,1143721,17327
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-5,claude-opus-4-5,low,false,607848,5290483,541
get-verification-code,Get verification code from text message,claude-claude-opus-4-5,claude-opus-4-5,low,true,175947,315866,8207
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,153577,227637,5816
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,false,90857,102559,3332
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,300411,689398,11093
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,345739,821801,12511
get-verification-code,Get verification code from text message,claude-claude-opus-4-6,claude-opus-4-6,low,true,78202,113474,3428
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,54280,53458,2095
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,106410,149690,3852
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,263543,319530,7350
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,251685,350933,7737
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,602876,4126120,4905
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,369823,1258686,19346
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,348365,1209087,18284
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,606719,4540490,5778
airplane-mode-on,Turn on airplane mode,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,37671,27540,275
